ScientificName,Kingdom,Phylum, Class, Order,Family, Genus, Extra
Abies alba,silver fir,
Abies nordmanniana,
Acer circinatum,vine maple,
Acer negundo,three-leaf maple,Manitoba maple,ashleaf maple,boxelder maple,boxelder,California boxelder,ash-leaf maple,box elder,western boxelder,
Acer rubrum,red maple,
Acer saccharinum,silver maple,
Acer saccharum,sugar maple,
Acer ,southern sugar maple,hammock maple,Florida maple,trident maple,field maple,hedge maple,vine maple,ivyleaf maple,Amur maple,New Mexico maple,Rocky Mountain maple,dwarf maple,mountain maple,Sierra maple,California mountain maple,Douglas' maple,sugar maple,bigtooth maple,Uvalde big-tooth maple,canyon maple,paperbark maple,chalk maple,white-bark maple,bigleaf maple,three-leaf maple,Manitoba maple,ashleaf maple,boxelder maple,boxelder,California boxelder,ash-leaf maple,box elder,western boxelder,rock maple,black maple,black sugar maple,hard maple,Japanese maple,moosewood,striped maple,Norway maple,sycamore,sycamore maple,red maple,silver maple,moose maple,Tatarian maple,Freeman's maple,Seneca maple,racer croaker,
Aconogonon ochreatum,
Ageratum houstonianum,bluemink,
Allionia incarnata,trailing four o'clock,trailing allionia,trailing windmills,
Alnus (pentaporate),
Alnus (tetraporate),
Alnus glutinosa,black alder,European alder,
Alnus incana,gray alder,speckled alder,mountain alder,thinleaf alder,
Alnus rubra,red alder,
Alnus ,Italian alder,black alder,European alder,gray alder,speckled alder,mountain alder,thinleaf alder,Japanese alder,seaside alder,Nepal alder,Arizona alder,rhombie leaf alder,white alder,red alder,brook-side alder,hazel alder,green alder,Siberian alder,
Alnus viridis,green alder,mountain alder,Siberian alder,
Amaranthaceae ,
Amaranthus australis,southern amaranth,
Ambrosia artemisiifolia,Roman wormwood,small ragweed,ragweed,annual ragweed,common ragweed,low ragweed,short ragweed,
Anacardiaceae ,
Apiaceae ,
Arecaceae ,
Artemisia herba-alba,white wormwood,
Artemisia ,southernwood,absinth sagewort,absinthium,absinth wormwood,common sagewort,Alaska wormwood,Aleutian wormwood,sweet sagewort,little sagebrush,gray low sagebrush,Lahontan sagebrush,Oahu wormwood,biennial wormwood,Bigelow sage,field sagewort,coastal sagebrush,wormwood sagewort,Pacific wormwood,field wormwood,western sagewort,silver sagebrush,Carruth's sagewort,Carruth's sagebrush,santonica,Douglas' sagewort,wormwood,green sagewort,silky wormwood,false tarragon,tarragon,sand sagebrush,sandhill sage,silvery wormwood,ragweed sagebrush,prairie sagewort,forked wormwood,purple wormwood,Pacific alpine wormwood,Gmelin's wormwood,white wormwood,Kauai wormwood,Siberian wormwood,Yukon wormwood,Parry's wormwood,longleaf wormwood,prairie sage,white sagebrush,Louisiana wormwood,mugwort wormwood,gray sagewort,Louisiana sagewort,cudweed sagewort,white sagewort,Columbia River wormwood,foothill sagewort,Mexican white sagebrush,Mexican sagewort,sea wormwood,Maui wormwood,Michaux's sagebrush,Michaux's sagewort,Michaux's wormwood,island sagebrush,boreal sagebrush,black sagebrush,Packard's wormwood,San Diego sagewort,Owyhee sage,Patterson's wormwood,birdfoot sagebrush,Roman wormwood,Porter's wormwood,beach wormwood,pygmy sagebrush,scabland sagebrush,timberline sagebrush,redstem wormwood,alpine sagebrush,arctic wormwood,sawtooth wormwood,big sagebrush,oldwoman,coastal wormwood,Tilesius' wormwood,big sagebush,basin big sagebrush,mountain big sagebrush,Wyoming big sagebrush,threetip sagebrush,Wyoming threetip sagebrush,Alps wormwood,artemisia,hierba de San Juan,common wormwood,mugwort,
Artemisia vulgaris,artemisia,hierba de San Juan,common wormwood,mugwort,
Asteraceae ,
Athyrium alpestre,alpine ladyfern,
Athyrium filix-femina,common ladyfern,subarctic ladyfern,ladyfern,asplenium ladyfern,
Baccharis tola,
Betulaceae ,
Betula costata,
Betula dahurica,
Betula divaricata,
Betula ermanii,
Betula fruticosa,
Betula humilis,
Betula pendula,European white birch,
Betula platyphylla,Asian white birch,
Betula pubescens,downy birch,
Betula ,yellow birch,northern birch,mountain paper birch,resin birch,Kenai birch,sweet birch,monarch birch,Michaux's birch,Newfoundland dwarf birch,dwarf white birch,Murray's birch,dwarf birch,bog birch,shrub birch,Arctic dwarf birch,swamp birch,river birch,water birch,paper birch,European white birch,Asian white birch,gray birch,downy birch,Szechuan white birch,Virginia round-leaf birch,Virginia roundleaf birch,Virginia birch,blue birch,Dutilly's birch,Raymund's birch,northwestern paper birch,
Bistorta bistortoides,American bistort,
Bistorta officinalis,meadow bistort,
Blechnum serrulatum,toothed midsorus fern,
Botrychium lunaria,common moonwort,moonwort grapefern,
Bouteloua curtipendula,
Brasenia schreberi,Schreber's watershield,watershield,
Brassicaceae ,
Bursera simaruba,gumbo limbo,West Indian birch,
Calla palustris,water arum,water-dragon,
Calystegia sepium,hedgebell,bearbind,devil's guts,large bindweed,old man's night cap,hedge false bindweed,hedge bindweed,wild morningglory,Appalachia false bindweed,Bingham's false bindweed,
Cannabis sativa,pot,grass,hashish,Mary Jane,hemp,marijuana,
Carpinus betulus,European hornbeam,
Carpinus cordata,
Carpinus orientalis,
Caryophyllaceae ,
Castanea sativa,European chestnut,
Ceanothus ,New Jersey tea,Jersey tea,feltleaf ceanothus,Rincon ceanothus,Rincon Ridge ceanothus,trailing buckbrush,whitethorn ceanothus,hoaryleaf ceanothus,buckbrush,San Diego buckbrush,lakeside ceanothus,sandscrub ceanothus,Calistoga ceanothus,pinemat,Fendler's ceanothus,coyote ceanothus,Coyote ceanothus,Coyote Valley California-lilac,wavyleaf ceanothus,Fresno mat,Point Reyes ceanothus,Point Reyes creeper,desert ceanothus,Carmel ceanothus,Hearst Ranch buckbrush,Hearst's ceanothus,prairie redroot,Santa Barbara ceanothus,coast whitethorn,deerbrush,Jepson ceanothus,Lemmon's ceanothus,chaparral whitethorn,maritime California-lilac,maritime ceanothus,Martin's ceanothus,Bolinas ceanothus,Mason's ceanothus,bigpod ceanothus,littleleaf buckbrush,hairy ceanothus,Vail Lake ceanothus,Palmer's ceanothus,wartleaf ceanothus,Parry's ceanothus,littleleaf ceanothus,Coville ceanothus,prostrate ceanothus,dwarf ceanothus,hollyleaf ceanothus,Pine Hill buckbrush,Pine Hill ceanothus,redstem ceanothus,coastal plain buckbrush,Sonoma ceanothus,jimbrush,greenbark ceanothus,redheart,blue blossom ceanothus,blueblossom,woolyleaf ceanothus,snowbush,snowbrush ceanothus,Hooker's ceanothus,wart-stemmed ceanothus,barranca brush,French hybrid ceanothus,flexible ceanothus,Mendocino ceanothus,Cascade Lake ceanothus,Veitch's ceanothus,Ceanothus Silkmoth,
Celtis occidentalis,western hackberry,common hackberry,hackberry,
Centaurea cyanus,garden cornflower,
Centaurea jacea,brownray knapweed,
Centaurea nigra,lesser knapweed,
Centaurea solstitialis,yellow star-thistle,
Cephalanthus occidentalis,buttonbush,common buttonbush,
Cerealia ,
