,taxon,taxon.id,P25,WS64,WhitmoreFull,WhitmoreSmall,Broad,STEPPS,type,cf
1010,Asteraceae tribe Cichorieae,160,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
1011,Asteraceae tribe Cichorieae cf. Taraxacum,4869,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
1012,Asteraceae tribe Cichorieae undiff.,3035,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
1022,Asteraceae tribe Lactuceae,2463,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
2175,cf. Asteraceae subf. Cichorioideae,18240,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,TRUE
2176,cf. Asteraceae tribe Cichorieae,18241,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,TRUE
2401,cf. Liguliflorae,18242,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERLIGU,NA,NA,TRUE
2996,Cichoriaceae,15002,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
2997,Cichorium,2658,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
2998,Cichorium intybus-type,5177,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
2999,Cichorium-type,2659,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
3204,Compositae subf. Liguliflorae,15460,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERLIGU,NA,NA,NA
3417,Crepis,5178,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
3418,Crepis-type,5179,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
5562,Lactuca,5236,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
5563,Lactuca sativa-type,5237,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
5564,Lactuca-type,1512,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
5627,Lapsana-type,5402,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
9303,Scorzonera,4849,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
9304,Scorzonera humilis,4850,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
9305,Scorzonera humilis-type,4848,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
9306,Scorzonera-type,4847,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
9543,Sonchus,3470,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
9544,Sonchus arvensis,23209,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
9545,Sonchus oleraceus,3511,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
10010,Taraxacum,2307,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
10011,Taraxacum/Microseris,23749,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
10012,Taraxacum-type,4868,Prairie Forbs,Asteraceae,ASTERCICHO,ASTERX,ASTERCICHO,NA,NA,NA
141,Achillea,3737,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
142,Achillea-type,820,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
174,Acroptilon,5425,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
194,Adenostyles,5609,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
271,Ageratum houstonianum,3506,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
447,Ambrosia/Iva annua,23883,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,AMBROSIA,NA,NA
615,Antennaria,5086,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
616,Antennaria-type,5085,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
617,Anthemis,5166,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
618,Anthemis (small),5167,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
619,Anthemis-type,3438,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
772,Arctium,3837,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
773,Arctium cf. A. minus,3839,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
774,Arctium lappa,5666,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
775,Arctium/Jurinea,3840,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
776,Arctium-type,3838,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
828,Argophyllaceae,9853,NA,NA,ASTERX,ASTERX,Asteraceae,NA,NA,NA
854,Arnica,5398,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
932,Aspilia,3224,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
951,Aster,2652,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
952,Aster/Achillea,3889,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
953,Asteraceae,409,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
954,Asteraceae (echinate),20584,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
955,Asteraceae (fenestrate),20596,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
956,Asteraceae (high spine),876,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
957,Asteraceae (lophate),2610,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
958,"Asteraceae (lophate, echinate)",20924,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
959,Asteraceae (low spine),877,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
960,"Asteraceae (non-lophate, echinate)",20923,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
961,Asteraceae (spineless),2877,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
962,Asteraceae 1,23776,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
963,Asteraceae 2,23777,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
964,Asteraceae aff. Ambrosia,22732,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
965,Asteraceae aff. Baccharis,22733,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
966,Asteraceae aff. Mutisia,22734,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
967,Asteraceae aff. Ophryosporus,22735,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
968,Asteraceae aff. Parastrephia,22736,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
969,Asteraceae aff. Senecio,22737,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
971,Asteraceae cf. Carduus,5821,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
972,Asteraceae cf. Centaurea,4017,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
973,Asteraceae cf. Centaurea cyanus,4007,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
974,Asteraceae cf. Centaurea nigra-type,5605,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
975,Asteraceae cf. Cirsium,3847,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
976,Asteraceae cf. Perezia,1046,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
977,Asteraceae cf. Saussurea,4096,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
978,Asteraceae subf. Asteroideae,418,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
979,Asteraceae subf. Asteroideae (14 µm),23667,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
980,Asteraceae subf. Asteroideae (15 µm),23668,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
981,Asteraceae subf. Asteroideae (19 µm),23669,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
982,Asteraceae subf. Asteroideae (coarse spine),3202,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
983,Asteraceae subf. Asteroideae (high spine),3177,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
984,Asteraceae subf. Asteroideae (long spine),22738,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
985,Asteraceae subf. Asteroideae (low spine),3178,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
986,Asteraceae subf. Asteroideae (short spine),24020,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
987,Asteraceae subf. Asteroideae (type 1),2808,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
988,Asteraceae subf. Asteroideae (type 2),2809,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
989,Asteraceae subf. Asteroideae (type 3),2810,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
990,Asteraceae subf. Asteroideae (type 4),2811,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
991,Asteraceae subf. Asteroideae (type 5),2812,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
992,Asteraceae subf. Asteroideae (type I),1961,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
993,Asteraceae subf. Asteroideae (type II),1962,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
994,Asteraceae subf. Asteroideae cf. Chrysanthemum,5362,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
995,Asteraceae subf. Asteroideae cf. Ewartia,2868,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
996,Asteraceae subf. Asteroideae cf. Tussilago,5076,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
997,Asteraceae subf. Asteroideae undiff.,307,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
998,Asteraceae subf. Carduoideae,9959,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
999,Asteraceae subf. Carduoideae undiff.,22548,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1004,Asteraceae subf. Mutisioideae,9960,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1005,Asteraceae subf. Tubuliflorae,15461,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1006,Asteraceae subtribe Ambrosiinae,3668,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1007,Asteraceae tribe Anthemideae,22590,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1008,Asteraceae tribe Astereae,22588,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1009,Asteraceae tribe Calenduleae,22589,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1013,Asteraceae tribe Coreopsideae,22954,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1014,Asteraceae tribe Cynareae,413,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1015,Asteraceae tribe Eupatorieae,22953,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1016,Asteraceae tribe Gnaphalieae,22955,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1017,Asteraceae tribe Heliantheae,3669,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1018,Asteraceae tribe Heliantheae undiff.,1477,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1019,Asteraceae tribe Helianthinae,3669,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1020,Asteraceae tribe Inuleae,5276,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1021,Asteraceae tribe Inuleae-type,5277,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1023,Asteraceae tribe Mutisieae,1020,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1024,Asteraceae tribe Mutisieae undiff.,1759,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1025,Asteraceae tribe Nassauvieae,9961,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1026,Asteraceae tribe Senecioneae,22950,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1027,Asteraceae tribe Tageteae,22956,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1028,Asteraceae tribe Vernonieae,2491,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1029,Asteraceae undiff.,61,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1032,Aster-type,3439,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1091,Atractylis,5329,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1092,Atractylis cancellata,5328,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1093,Atractylis-type,5327,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1153,Baccharis,3037,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1154,Baccharis glomeruliflora,3508,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1155,Baccharis tola,22739,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1156,Baccharis-type,1766,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1161,Bahiopsis,15558,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1162,Bahiopsis cf. B. parishii,15559,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1223,Bebbia,15574,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1224,Bebbia sp.,15575,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1225,Bedfordia-type,9880,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1231,Bellis,5449,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1232,Bellis-type,3932,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1248,Berlandiera-type,28,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1328,Bidens,349,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1329,Bidens cernua,23194,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1330,Bidens-type,31,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1534,Brickellia,16970,NA,NA,ASTERX,ASTERX,ASTERX,NA,NA,NA
1535,Brickellia sp.,16971,NA,NA,ASTERX,ASTERX,ASTERX,NA,NA,NA
1653,Calendula,5301,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1857,Carduus,2460,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1858,Carduus-type,3419,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1869,Carlina-type,5607,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
1884,Carthamus,5201,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2001,Centaurea,592,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2002,Centaurea cf. C. cyanus,4022,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2003,Centaurea cf. C. cyanus-type,5602,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2004,Centaurea cf. C. kotschyana,4015,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2005,Centaurea cf. C. nigra,4021,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2006,Centaurea cf. C. nigra-type,5603,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2007,Centaurea cf. C. scabiosa,4020,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2008,Centaurea cf. C. scabiosa-type,5604,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2009,Centaurea collina,5618,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2010,Centaurea collina-type,4023,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2011,Centaurea cyanus,1336,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2012,Centaurea cyanus-type,3566,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2013,Centaurea debeauxii,9723,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2014,Centaurea debeauxii subsp. thuillieri,4018,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2015,Centaurea depressa,4010,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2016,Centaurea depressa-type,4006,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2017,Centaurea jacea,3440,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2018,Centaurea jacea-type,4001,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2019,Centaurea mollis-type,4016,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2020,Centaurea montana,4002,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2021,Centaurea montana-type,4003,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2022,Centaurea nemecii-type,4013,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2023,Centaurea nigra,4004,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2024,Centaurea nigra-type,4005,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2025,Centaurea rhenana,4012,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2026,Centaurea rhenana-type,4008,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2027,Centaurea scabiosa,3441,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2028,Centaurea scabiosa-type,3567,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2029,Centaurea solstitialis,4011,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2030,Centaurea solstitialis-type,3568,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2031,Centaurea sphaerocephala,5619,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2032,Centaurea stoebe,14919,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2033,Centaurea undiff.,1392,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2034,Centaurea/Serratula,4009,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2035,Centaurea/Xeranthemum,4014,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2036,Centaurea-type,1510,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2354,cf. Gnaphalium,23991,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,TRUE
2380,cf. Iva annua,23538,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,TRUE
2826,Chaetanthera-type,22748,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2857,Chaptalia,3048,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2885,Chardinia,3845,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2886,Chardinia/Onopordum,3844,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2973,Chrysanthemum,5364,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2974,Chrysanthemum-type,5363,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
2991,Chuquiraga,2107,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3020,Cirsium,1253,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3021,Cirsium cf. C. acaule,5813,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3022,Cirsium cf. C. oleraceum,5820,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3023,Cirsium helenioides,3848,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3024,Cirsium sp.,15519,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3025,Cirsium/Carduus,3846,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3026,Cirsium/Carduus-type,822,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3027,Cirsium/Gundelia,3569,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3028,Cirsium-type,2918,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3029,Cirsium-type undiff.,3457,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3127,Cnicus,5293,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3203,Compositae,14756,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3205,Compositae subf. Tubuliflorae,15462,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3206,Compositae undiff.,24514,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3380,Cousinia,3571,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3381,Cousinia-type,4198,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3387,Crassocephalum,2461,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3388,Crassocephalum montuosum-type,2462,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3439,Crupina,5315,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3535,Cyclachaena,9673,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3536,Cyclachaena xanthiifolia,457,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3537,Cyclachaena xanthiifolia-type,143,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3648,Dasyphyllum,1609,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3867,Doronicum-type,5383,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3960,Echinops,1308,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
3961,Echinops-type,5575,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
4035,Encelia,15555,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
4037,Encelia-type,3203,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
4232,Erigeron,5385,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
4381,Eupatorium,1571,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
4382,Eupatorium perfoliatum,1234,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
4383,Eupatorium-type,823,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
4417,Evax,5244,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
4549,Filago-type,4290,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
4889,Gnaphalium,4357,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
4890,Gnaphalium luteo-alba-type,5647,Prairie Forbs,Asteraceae,ASTERX,ASTERX,Asteraceae,NA,NA,NA
