SiteName,Latitude,Longitude,ageYounger,AgeOlder,Age,AgeType,Taxon,Value,Pct,Depth,Handle
Eagle Lake,51.040645,-118.15376499999999,3312.0,4219.0,3734.0,Calibrated radiocarbon years BP,RUMEOXYR,1.0,0.17921146953405018,40.0,EAGLEBC
Eagle Lake,51.040645,-118.15376499999999,7363.0,9498.0,8227.0,Calibrated radiocarbon years BP,RUMEOXYR,1.0,0.17452006980802792,104.0,EAGLEBC
Kenosee Lake,49.816667,-102.3,1855,2271,2056,Calibrated Radiocarbon Years BP (Blois),RUMEOXYR,4.0,1.486988847583643,123.5,KENOSEE
Kenosee Lake,49.816667,-102.3,2038,2495,2260,Calibrated Radiocarbon Years BP (Blois),RUMEOXYR,2.0,0.7272727272727273,135.5,KENOSEE
Kenosee Lake,49.816667,-102.3,2182,2719,2463,Calibrated Radiocarbon Years BP (Blois),RUMEOXYR,6.0,2.097902097902098,147.5,KENOSEE
Kenosee Lake,49.816667,-102.3,2362,2943,2666,Calibrated Radiocarbon Years BP (Blois),RUMEOXYR,3.0,1.1278195488721803,159.5,KENOSEE
Kenosee Lake,49.816667,-102.3,2541,3166,2869,Calibrated Radiocarbon Years BP (Blois),RUMEOXYR,10.0,3.3670033670033668,171.5,KENOSEE
Kenosee Lake,49.816667,-102.3,2720,3390,3072,Calibrated Radiocarbon Years BP (Blois),RUMEOXYR,2.0,0.7194244604316548,183.5,KENOSEE
Kenosee Lake,49.816667,-102.3,2900,3614,3276,Calibrated Radiocarbon Years BP (Blois),RUMEOXYR,1.0,0.4807692307692308,195.5,KENOSEE
Kenosee Lake,49.816667,-102.3,3080,3838,3479,Calibrated Radiocarbon Years BP (Blois),RUMEOXYR,2.0,0.7692307692307693,207.5,KENOSEE
Kenosee Lake,49.816667,-102.3,3260,4061,3682,Calibrated Radiocarbon Years BP (Blois),RUMEOXYR,2.0,0.7117437722419928,219.5,KENOSEE
Kenosee Lake,49.816667,-102.3,3619,4509,4088,Calibrated Radiocarbon Years BP (Blois),RUMEOXYR,1.0,0.40650406504065045,243.5,KENOSEE
Kenosee Lake,49.816667,-102.3,3799,4733,4292,Calibrated Radiocarbon Years BP (Blois),RUMEOXYR,1.0,0.3401360544217687,255.5,KENOSEE
Kenosee Lake,49.816667,-102.3,3978,4956,4495,Calibrated Radiocarbon Years BP (Blois),RUMEOXYR,1.0,0.3436426116838488,267.5,KENOSEE
Kenosee Lake,49.816667,-102.3,4339,5404,4901,Calibrated Radiocarbon Years BP (Blois),RUMEOXYR,3.0,1.0714285714285714,291.5,KENOSEE
Kenosee Lake,49.816667,-102.3,4698,5852,5307,Calibrated Radiocarbon Years BP (Blois),RUMEOXYR,5.0,1.6891891891891893,315.5,KENOSEE
Kenosee Lake,49.816667,-102.3,4877,6075,5511,Calibrated Radiocarbon Years BP (Blois),RUMEOXYR,6.0,2.8708133971291865,327.5,KENOSEE
Mallard Pond,51.287795,-101.32475,,,5423.0,Calibrated radiocarbon years BP,RUMEOXYR,9.0,1.3015184381778742,1441.5,MALLARD
Stewert Point Pond,72.3515,-120.22,668.0,2680.0,1608.0,Calibrated radiocarbon years BP,RUMEOXYR,4.0,1.282051282051282,20.0,MS-74-12
Stewert Point Pond,72.3515,-120.22,1011.0,3095.0,2033.0,Calibrated radiocarbon years BP,RUMEOXYR,8.0,2.6490066225165565,25.0,MS-74-12
Stewert Point Pond,72.3515,-120.22,1375.0,3490.0,2439.0,Calibrated radiocarbon years BP,RUMEOXYR,14.0,4.62046204620462,30.0,MS-74-12
Stewert Point Pond,72.3515,-120.22,1768.0,3813.0,2847.0,Calibrated radiocarbon years BP,RUMEOXYR,11.0,3.559870550161812,35.0,MS-74-12
Stewert Point Pond,72.3515,-120.22,3438.0,4677.0,4102.0,Calibrated radiocarbon years BP,RUMEOXYR,17.0,5.151515151515151,50.0,MS-74-12
Stewert Point Pond,72.3515,-120.22,4230.0,5815.0,4929.0,Calibrated radiocarbon years BP,RUMEOXYR,7.0,2.1406727828746175,60.0,MS-74-12
Stewert Point Pond,72.3515,-120.22,4496.0,6341.0,5332.0,Calibrated radiocarbon years BP,RUMEOXYR,5.0,1.4749262536873156,65.0,MS-74-12
Stewert Point Pond,72.3515,-120.22,4790.0,6796.0,5750.0,Calibrated radiocarbon years BP,RUMEOXYR,2.0,0.628930817610063,70.0,MS-74-12
Stewert Point Pond,72.3515,-120.22,5465.0,7604.0,6565.0,Calibrated radiocarbon years BP,RUMEOXYR,5.0,1.5822784810126582,80.0,MS-74-12
Stewert Point Pond,72.3515,-120.22,5881.0,7976.0,6971.0,Calibrated radiocarbon years BP,RUMEOXYR,5.0,1.557632398753894,85.0,MS-74-12
Stewert Point Pond,72.3515,-120.22,8060.0,9083.0,8602.0,Calibrated radiocarbon years BP,RUMEOXYR,5.0,1.3736263736263736,105.0,MS-74-12
Stewert Point Pond,72.3515,-120.22,9176.0,10488.0,9848.0,Calibrated radiocarbon years BP,RUMEOXYR,5.0,1.4749262536873156,130.0,MS-74-12
Stewert Point Pond,72.3515,-120.22,9443.0,10699.0,10091.0,Calibrated radiocarbon years BP,RUMEOXYR,3.0,0.9174311926605505,135.0,MS-74-12
Stewert Point Pond,72.3515,-120.22,9443.0,10699.0,10091.0,Calibrated radiocarbon years BP,RUMEOXYR,7.0,2.258064516129032,140.0,MS-74-12
