SiteName,Latitude,Longitude,ageYounger,AgeOlder,Age,AgeType,Taxon,Value,Pct,Depth,Handle
Munday Creek,60.033333,-141.966667,,,7595,Radiocarbon years BP,EQUISETU,6,1.986754967,480,MUNDAY
Cora Lake,46.165285,-95.32412,,,96,Calendar years BP,EQUISETU,2,0.959232614,40,MNOTCL
Cora Lake,46.165285,-95.32412,,,282,Calendar years BP,EQUISETU,1,0.338409475,100,MNOTCL
Cora Lake,46.165285,-95.32412,,,345,Calendar years BP,EQUISETU,1,0.216450216,120,MNOTCL
Cora Lake,46.165285,-95.32412,,,401,Calendar years BP,EQUISETU,1,0.361663653,138,MNOTCL
Rock Lake,60.45365,-150.2538,-45,-1,-30,Calibrated radiocarbon years BP,EQUISETU,1,0.304878049,1,ROCKAK
Rock Lake,60.45365,-150.2538,-42,173,30,Calibrated radiocarbon years BP,EQUISETU,2,1.234567901,5,ROCKAK
Rock Lake,60.45365,-150.2538,-33,189,45,Calibrated radiocarbon years BP,EQUISETU,1,0.331125828,6,ROCKAK
Rock Lake,60.45365,-150.2538,-26,210,60,Calibrated radiocarbon years BP,EQUISETU,1,0.334448161,7,ROCKAK
Rock Lake,60.45365,-150.2538,-15,292,104,Calibrated radiocarbon years BP,EQUISETU,2,0.611620795,10,ROCKAK
Rock Lake,60.45365,-150.2538,101,539,292,Calibrated radiocarbon years BP,EQUISETU,2,0.610687023,22,ROCKAK
Rock Lake,60.45365,-150.2538,213,724,446,Calibrated radiocarbon years BP,EQUISETU,1,0.295857988,32,ROCKAK
Rock Lake,60.45365,-150.2538,306,871,568,Calibrated radiocarbon years BP,EQUISETU,1,0.302114804,40,ROCKAK
Rock Lake,60.45365,-150.2538,368,928,630,Calibrated radiocarbon years BP,EQUISETU,1,0.296735905,44,ROCKAK
Rock Lake,60.45365,-150.2538,604,1185,877,Calibrated radiocarbon years BP,EQUISETU,2,0.683760684,60,ROCKAK
Rock Lake,60.45365,-150.2538,716,1282,982,Calibrated radiocarbon years BP,EQUISETU,2,0.680272109,72,ROCKAK
Qually Pond,47.683165,-96.20294,491,2619,1379,Calibrated radiocarbon years BP,EQUISETU,2,0.17444396,45,QUALLY
Qually Pond,47.683165,-96.20294,871,3452,2004,Calibrated radiocarbon years BP,EQUISETU,27,1.333992095,65,QUALLY
Qually Pond,47.683165,-96.20294,1356,4492,2790,Calibrated radiocarbon years BP,EQUISETU,25,1.108156028,90,QUALLY
Qually Pond,47.683165,-96.20294,1772,5237,3422,Calibrated radiocarbon years BP,EQUISETU,27,1.197339246,110,QUALLY
Qually Pond,47.683165,-96.20294,2217,5973,4053,Calibrated radiocarbon years BP,EQUISETU,33,1.474860335,130,QUALLY
Qually Pond,47.683165,-96.20294,2756,6851,4842,Calibrated radiocarbon years BP,EQUISETU,4,0.198807157,155,QUALLY
Qually Pond,47.683165,-96.20294,3212,7559,5475,Calibrated radiocarbon years BP,EQUISETU,1,0.046371435,175,QUALLY
Qually Pond,47.683165,-96.20294,3640,8298,6111,Calibrated radiocarbon years BP,EQUISETU,1,0.052301255,195,QUALLY
Qually Pond,47.683165,-96.20294,4133,9050,6812,Calibrated radiocarbon years BP,EQUISETU,12,0.551851,217,QUALLY
Qually Pond,47.683165,-96.20294,4611,9752,7506,Calibrated radiocarbon years BP,EQUISETU,12,0.503778338,239,QUALLY
Qually Pond,47.683165,-96.20294,4869,10111,7882,Calibrated radiocarbon years BP,EQUISETU,15,0.713436385,251,QUALLY
Qually Pond,47.683165,-96.20294,4948,10224,8006,Calibrated radiocarbon years BP,EQUISETU,4,0.176289114,255,QUALLY
Qually Pond,47.683165,-96.20294,9663,10908,10285,Calibrated Radiocarbon Years BP (Blois),EQUISETU,10,0.451263538,256.5,QUALLY
Qually Pond,47.683165,-96.20294,5026,10370,8133,Calibrated radiocarbon years BP,EQUISETU,12,0.544217687,259,QUALLY
Qually Pond,47.683165,-96.20294,5098,10457,8228,Calibrated radiocarbon years BP,EQUISETU,22,1.143748375,262,QUALLY
Qually Pond,47.683165,-96.20294,5338,10769,8545,Calibrated radiocarbon years BP,EQUISETU,18,1.017236507,272,QUALLY
Qually Pond,47.683165,-96.20294,5440,10889,8674,Calibrated radiocarbon years BP,EQUISETU,5,0.218818381,276,QUALLY
Qually Pond,47.683165,-96.20294,5855,11441,9269,Calibrated radiocarbon years BP,EQUISETU,5,0.266169816,295,QUALLY
Qually Pond,47.683165,-96.20294,6327,12000,9892,Calibrated radiocarbon years BP,EQUISETU,10,0.536912752,315,QUALLY
Qually Pond,47.683165,-96.20294,6780,12588,10525,Calibrated radiocarbon years BP,EQUISETU,1,0.053461641,335,QUALLY
Qually Pond,47.683165,-96.20294,7209,13106,11132,Calibrated radiocarbon years BP,EQUISETU,2,0.102933608,354,QUALLY
