SiteName,Latitude,Longitude,ageYounger,AgeOlder,Age,AgeType,Taxon,Value,Pct,Depth,Handle
Honeymoon Pond,64.633333,-138.4,,,1248,Radiocarbon years BP,RUBUS,1,0.31152648,60,HONEYMOO
Honeymoon Pond,64.633333,-138.4,,,1430,Radiocarbon years BP,RUBUS,1,0.344708721,70,HONEYMOO
Honeymoon Pond,64.633333,-138.4,,,1807,Radiocarbon years BP,RUBUS,1,0.414937759,90,HONEYMOO
Honeymoon Pond,64.633333,-138.4,,,2829,Radiocarbon years BP,RUBUS,1,0.213219616,140,HONEYMOO
Honeymoon Pond,64.633333,-138.4,,,3270,Radiocarbon years BP,RUBUS,1,0.201612903,160,HONEYMOO
Honeymoon Pond,64.633333,-138.4,,,3497,Radiocarbon years BP,RUBUS,1,0.344827586,170,HONEYMOO
Honeymoon Pond,64.633333,-138.4,,,3729,Radiocarbon years BP,RUBUS,1,0.216450216,180,HONEYMOO
Honeymoon Pond,64.633333,-138.4,,,5006,Radiocarbon years BP,RUBUS,1,0.214132762,232,HONEYMOO
Honeymoon Pond,64.633333,-138.4,,,5637,Radiocarbon years BP,RUBUS,1,0.18018018,256,HONEYMOO
Honeymoon Pond,64.633333,-138.4,,,8549,Radiocarbon years BP,RUBUS,1,0.267379679,356,HONEYMOO
Honeymoon Pond,64.633333,-138.4,,,8738,Radiocarbon years BP,RUBUS,1,0.220264317,362,HONEYMOO
Honeymoon Pond,64.633333,-138.4,,,8993,Radiocarbon years BP,RUBUS,1,0.176678445,370,HONEYMOO
Honeymoon Pond,64.633333,-138.4,,,9057,Radiocarbon years BP,RUBUS,1,0.209205021,372,HONEYMOO
Lone Fox Lake,56.716667,-119.716667,,,10599,Radiocarbon years BP,RUBUS,2,0.502512563,360,LONEFOX
Slow River,63.033333,-100.75,,,102,Radiocarbon years BP,RUBUS,1,0.336700337,1.5,SLOW
Slow River,63.033333,-100.75,,,1645,Radiocarbon years BP,RUBUS,2,0.527704485,16.5,SLOW
Slow River,63.033333,-100.75,,,1953,Radiocarbon years BP,RUBUS,1,0.308641975,19.5,SLOW
Slow River,63.033333,-100.75,,,3187,Radiocarbon years BP,RUBUS,1,0.255102041,31.5,SLOW
Slow River,63.033333,-100.75,,,3805,Radiocarbon years BP,RUBUS,1,0.273224044,37.5,SLOW
Gould Pond,44.983333,-69.316667,,,7896,Radiocarbon years BP,RUBUS,1,0.319488818,1280,GOULD
Gould Pond,44.983333,-69.316667,,,12007,Radiocarbon years BP,RUBUS,1,0.862068966,2000,GOULD
Munday Creek,60.033333,-141.966667,,,5241,Radiocarbon years BP,RUBUS,1,0.313479624,365,MUNDAY
Munday Creek,60.033333,-141.966667,,,6572,Radiocarbon years BP,RUBUS,6,1.496259352,430,MUNDAY
Ped Pond,67.2,-142.066667,,,7738,Radiocarbon years BP,RUBUS,1,0.269541779,139,PEDPOND
Wien Lake,64.333333,-151.266667,,,9602,Radiocarbon years BP,RUBUS,1,0.208768267,176,WIENLAKE
Wien Lake,64.333333,-151.266667,,,11995,Radiocarbon years BP,RUBUS,1,0.229357798,250,WIENLAKE
Watana Triangle Pond,62.842885,-148.24701,-31,387,117,Calibrated radiocarbon years BP,RUBUS,1,0.170068027,1,WATANA
Watana Triangle Pond,62.842885,-148.24701,2854,5753,4797,Calibrated radiocarbon years BP,RUBUS,1,0.264550265,30,WATANA
Watana Triangle Pond,62.842885,-148.24701,3515,6260,5288,Calibrated radiocarbon years BP,RUBUS,1,0.266666667,40,WATANA
Watana Triangle Pond,62.842885,-148.24701,9156,10886,10035,Calibrated radiocarbon years BP,RUBUS,1,0.205338809,130,WATANA
Watana Triangle Pond,62.842885,-148.24701,9803,11394,10621,Calibrated radiocarbon years BP,RUBUS,1,0.279329609,140,WATANA
Zagoskin Lake,63.44847,-162.10838,14,2263,739,Calibrated radiocarbon years BP,RUBUS,1,0.31152648,20,ZAGOSKIN
Zagoskin Lake,63.44847,-162.10838,29129,30815,29965,Calibrated radiocarbon years BP,RUBUS,1,0.288184438,1100,ZAGOSKIN
Mitkof Island,56.81157,-132.93624,7151,7648,7416,Calibrated radiocarbon years BP,RUBUS,5,1.543209877,150,MITKOF
