SiteName,Latitude,Longitude,ageYounger,AgeOlder,Age,AgeType,Taxon,Value,Pct,Depth,Handle
Lake CH2,49.683333,-74.583333,,,4117,Radiocarbon years BP,ELAEAGNX,1,0.180668473,280,LAKECH2
Bellshill Lake,52.60273,-111.556055,,,86,Calendar years BP,ELAEAGNX,1,0.263157895,12,BELLSHIL
Rice Lake,48.00942,-101.53972,,,1216,Radiocarbon years BP,ELAEAGNX,1,0.156494523,1232,RICELAKE
Divers Lake,43.04099,-78.399245,13367,14235,13882,Calibrated radiocarbon years BP,ELAEAGNX,2,0.985221675,775,DIVERS
Divers Lake,43.04099,-78.399245,13567,14657,14129,Calibrated radiocarbon years BP,ELAEAGNX,10,1.408450704,790,DIVERS
Divers Lake,43.04099,-78.399245,13605,14804,14196,Calibrated radiocarbon years BP,ELAEAGNX,4,0.825593395,795,DIVERS
Divers Lake,43.04099,-78.399245,13731,14985,14331,Calibrated radiocarbon years BP,ELAEAGNX,4,1.134751773,805,DIVERS
Divers Lake,43.04099,-78.399245,13832,15198,14468,Calibrated radiocarbon years BP,ELAEAGNX,9,2.029312289,815,DIVERS
Divers Lake,43.04099,-78.399245,13910,15399,14601,Calibrated radiocarbon years BP,ELAEAGNX,3,1.271186441,825,DIVERS
Divers Lake,43.04099,-78.399245,14013,15586,14738,Calibrated radiocarbon years BP,ELAEAGNX,2,0.539811066,835,DIVERS
