SiteName,Latitude,Longitude,ageYounger,AgeOlder,Age,AgeType,Taxon,Value,Pct,Depth,Handle
Aliuk Pond,54.583333,-57.366667,,,8037,Radiocarbon years BP,AMBROSIA,1,0.393700787,70,ALIUK
Aliuk Pond,54.583333,-57.366667,,,9001,Radiocarbon years BP,AMBROSIA,3,2.325581395,80,ALIUK
Aliuk Pond,54.583333,-57.366667,,,9965,Radiocarbon years BP,AMBROSIA,1,0.735294118,90,ALIUK
Boone Lake,55.575,-119.433333,,,386,Radiocarbon years BP,AMBROSIA,1,0.186219739,10,BOONE
Boone Lake,55.575,-119.433333,,,2250,Radiocarbon years BP,AMBROSIA,1,0.182481752,55,BOONE
Boone Lake,55.575,-119.433333,,,7907,Radiocarbon years BP,AMBROSIA,1,0.183150183,405,BOONE
Boone Lake,55.575,-119.433333,,,8583,Radiocarbon years BP,AMBROSIA,1,0.186567164,445,BOONE
Boone Lake,55.575,-119.433333,,,9089,Radiocarbon years BP,AMBROSIA,3,0.572519084,475,BOONE
Boone Lake,55.575,-119.433333,,,11484,Radiocarbon years BP,AMBROSIA,2,0.260756193,527,BOONE
Devon Island Glacier,75.35,-82.5,,,5668,Radiocarbon years BP,AMBROSIA,1,20,28950,DEVON4
"Ennadai Lake, 1972 Site",61.244444,-100.951389,,,1194,Radiocarbon years BP,AMBROSIA,1,0.318471338,12.5,ENNADA72
"Ennadai Lake, 1972 Site",61.244444,-100.951389,,,3579,Radiocarbon years BP,AMBROSIA,1,0.299401198,127.5,ENNADA72
Hayes Lake,49.583333,-93.75,,,100,Radiocarbon years BP,AMBROSIA,4,1.136363636,10,FRBLAKE
Hayes Lake,49.583333,-93.75,,,313,Radiocarbon years BP,AMBROSIA,12,1.578947368,20,FRBLAKE
Hayes Lake,49.583333,-93.75,,,526,Radiocarbon years BP,AMBROSIA,2,0.597014925,30,FRBLAKE
Hayes Lake,49.583333,-93.75,,,739,Radiocarbon years BP,AMBROSIA,3,0.542495479,40,FRBLAKE
Hayes Lake,49.583333,-93.75,,,1166,Radiocarbon years BP,AMBROSIA,2,0.571428571,60,FRBLAKE
Hayes Lake,49.583333,-93.75,,,1592,Radiocarbon years BP,AMBROSIA,1,0.279329609,80,FRBLAKE
Hayes Lake,49.583333,-93.75,,,1806,Radiocarbon years BP,AMBROSIA,2,0.564971751,90,FRBLAKE
Hayes Lake,49.583333,-93.75,,,2019,Radiocarbon years BP,AMBROSIA,8,1.134751773,100,FRBLAKE
Hayes Lake,49.583333,-93.75,,,2445,Radiocarbon years BP,AMBROSIA,2,0.433839479,120,FRBLAKE
Hayes Lake,49.583333,-93.75,,,2659,Radiocarbon years BP,AMBROSIA,3,0.852272727,130,FRBLAKE
Hayes Lake,49.583333,-93.75,,,2872,Radiocarbon years BP,AMBROSIA,3,0.613496933,140,FRBLAKE
Hayes Lake,49.583333,-93.75,,,3512,Radiocarbon years BP,AMBROSIA,2,0.543478261,170,FRBLAKE
Hayes Lake,49.583333,-93.75,,,3938,Radiocarbon years BP,AMBROSIA,4,1.015228426,190,FRBLAKE
Hayes Lake,49.583333,-93.75,,,4151,Radiocarbon years BP,AMBROSIA,9,1.818181818,200,FRBLAKE
Hayes Lake,49.583333,-93.75,,,4365,Radiocarbon years BP,AMBROSIA,3,0.8,210,FRBLAKE
Hayes Lake,49.583333,-93.75,,,4578,Radiocarbon years BP,AMBROSIA,4,0.934579439,220,FRBLAKE
Hayes Lake,49.583333,-93.75,,,4745,Radiocarbon years BP,AMBROSIA,20,5.305039788,230,FRBLAKE
Hayes Lake,49.583333,-93.75,,,4865,Radiocarbon years BP,AMBROSIA,5,1.14416476,240,FRBLAKE
Hayes Lake,49.583333,-93.75,,,4985,Radiocarbon years BP,AMBROSIA,1,0.265957447,250,FRBLAKE
