SiteName,Latitude,Longitude,ageYounger,AgeOlder,Age,AgeType,Taxon,Value,Pct,Depth,Handle
Lake BI2,57.116667,-76.378333,,,0,Radiocarbon years BP,MYRICACX,1,0.17809439,0,LAKEBI2
Crates Lake,49.183333,-81.266667,,,281,Radiocarbon years BP,MYRICACX,1,0.231481481,20,CRATES
Crates Lake,49.183333,-81.266667,,,1268,Radiocarbon years BP,MYRICACX,1,0.274725275,90,CRATES
Crates Lake,49.183333,-81.266667,,,3664,Radiocarbon years BP,MYRICACX,1,0.277777778,260,CRATES
Crates Lake,49.183333,-81.266667,,,4372,Radiocarbon years BP,MYRICACX,1,0.288184438,310,CRATES
Crates Lake,49.183333,-81.266667,,,7192,Radiocarbon years BP,MYRICACX,2,0.531914894,450,CRATES
Crates Lake,49.183333,-81.266667,,,10121,Radiocarbon years BP,MYRICACX,1,0.246305419,560,CRATES
Devon Island Glacier,75.35,-82.5,,,4000,Radiocarbon years BP,MYRICACX,1,0.833333333,27050,DEVON4
Lac Dufresne,45.85,-70.35,,,0,Radiocarbon years BP,MYRICACX,4,0.88691796,2,DUFRESNE
Lac Dufresne,45.85,-70.35,,,1506,Radiocarbon years BP,MYRICACX,1,0.184501845,40,DUFRESNE
Lac Dufresne,45.85,-70.35,,,1940,Radiocarbon years BP,MYRICACX,1,0.193423598,60,DUFRESNE
Lac Dufresne,45.85,-70.35,,,2328,Radiocarbon years BP,MYRICACX,3,0.675675676,80,DUFRESNE
Lac Dufresne,45.85,-70.35,,,2716,Radiocarbon years BP,MYRICACX,1,0.161812298,100,DUFRESNE
Lac Dufresne,45.85,-70.35,,,3108,Radiocarbon years BP,MYRICACX,5,0.965250965,120,DUFRESNE
Lac Dufresne,45.85,-70.35,,,3504,Radiocarbon years BP,MYRICACX,3,0.675675676,140,DUFRESNE
Lac Dufresne,45.85,-70.35,,,3900,Radiocarbon years BP,MYRICACX,5,1.061571125,160,DUFRESNE
Lac Dufresne,45.85,-70.35,,,4296,Radiocarbon years BP,MYRICACX,2,0.359066427,180,DUFRESNE
Lac Dufresne,45.85,-70.35,,,4693,Radiocarbon years BP,MYRICACX,1,0.175131349,200,DUFRESNE
Lac Dufresne,45.85,-70.35,,,5186,Radiocarbon years BP,MYRICACX,4,0.743494424,220,DUFRESNE
Lac Dufresne,45.85,-70.35,,,6232,Radiocarbon years BP,MYRICACX,3,0.589390963,240,DUFRESNE
Lac Dufresne,45.85,-70.35,,,7277,Radiocarbon years BP,MYRICACX,1,0.224215247,260,DUFRESNE
Lac Dufresne,45.85,-70.35,,,8323,Radiocarbon years BP,MYRICACX,1,0.191570881,280,DUFRESNE
Lac Dufresne,45.85,-70.35,,,8793,Radiocarbon years BP,MYRICACX,2,0.383877159,300,DUFRESNE
Lac Dufresne,45.85,-70.35,,,9162,Radiocarbon years BP,MYRICACX,6,1.232032854,320,DUFRESNE
Lac Dufresne,45.85,-70.35,,,9346,Radiocarbon years BP,MYRICACX,5,1.030927835,330,DUFRESNE
Lac Dufresne,45.85,-70.35,,,9530,Radiocarbon years BP,MYRICACX,12,1.820940819,340,DUFRESNE
Lac Dufresne,45.85,-70.35,,,9623,Radiocarbon years BP,MYRICACX,3,0.388098318,345,DUFRESNE
Lac Dufresne,45.85,-70.35,,,10015,Radiocarbon years BP,MYRICACX,13,2.941176471,350,DUFRESNE
Lac Dufresne,45.85,-70.35,,,10607,Radiocarbon years BP,MYRICACX,4,0.982800983,355,DUFRESNE
Lac Dufresne,45.85,-70.35,,,11436,Radiocarbon years BP,MYRICACX,1,0.267379679,362,DUFRESNE
Lac Dufresne,45.85,-70.35,,,11673,Radiocarbon years BP,MYRICACX,2,0.472813239,364,DUFRESNE
Lac Dufresne,45.85,-70.35,,,11910,Radiocarbon years BP,MYRICACX,1,0.27027027,366,DUFRESNE
