SiteName,Latitude,Longitude,ageYounger,AgeOlder,Age,AgeType,Taxon,Value,Pct,Depth,Handle
Three Pines Bog,47,-80.116667,,,672,Radiocarbon years BP,RUBIACEAE,1,0.208768267,60,3PINES
Andy Lake,64.65,-128.083333,,,4611,Radiocarbon years BP,RUBIACEAE,1,0.244200244,85,ANDYLAKE
Andy Lake,64.65,-128.083333,,,6792,Radiocarbon years BP,RUBIACEAE,1,0.230149597,135,ANDYLAKE
Boone Lake,55.575,-119.433333,,,11052,Radiocarbon years BP,RUBIACEAE,1,0.244498778,509,BOONE
Boone Lake,55.575,-119.433333,,,11580,Radiocarbon years BP,RUBIACEAE,1,0.152905199,531,BOONE
Boone Lake,55.575,-119.433333,,,11652,Radiocarbon years BP,RUBIACEAE,3,0.406504065,534,BOONE
"Ennadai Lake, 1972 Site",61.244444,-100.951389,,,3089,Radiocarbon years BP,RUBIACEAE,21,6.687898089,75,ENNADA72
"Ennadai Lake, 1972 Site",61.244444,-100.951389,,,4395,Radiocarbon years BP,RUBIACEAE,5,1.644736842,212.5,ENNADA72
"Ennadai Lake, 1972 Site",61.244444,-100.951389,,,4533,Radiocarbon years BP,RUBIACEAE,16,4.419889503,230,ENNADA72
"Ennadai Lake, 1972 Site",61.244444,-100.951389,,,4602,Radiocarbon years BP,RUBIACEAE,7,2.028985507,255,ENNADA72
Beaverhouse Lake,54.742222,-101.681667,,,2011,Radiocarbon years BP,RUBIACEAE,1,0.062932662,100,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,3029,Radiocarbon years BP,RUBIACEAE,3,0.10252905,150,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,3279,Radiocarbon years BP,RUBIACEAE,1,0.105485232,165,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,3439,Radiocarbon years BP,RUBIACEAE,2,0.069881202,175,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,3758,Radiocarbon years BP,RUBIACEAE,1,0.05899705,195,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,4316,Radiocarbon years BP,RUBIACEAE,1,0.064102564,230,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,4635,Radiocarbon years BP,RUBIACEAE,1,0.063291139,250,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,5272,Radiocarbon years BP,RUBIACEAE,1,0.040338846,290,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,5591,Radiocarbon years BP,RUBIACEAE,2,0.105652404,310,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,6044,Radiocarbon years BP,RUBIACEAE,1,0.043459365,335,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,7746,Radiocarbon years BP,RUBIACEAE,1,0.166112957,400,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,8373,Radiocarbon years BP,RUBIACEAE,1,0.249376559,465,FLINFLON
Hail Lake,60.033333,-129.016667,,,6241,Radiocarbon years BP,RUBIACEAE,1,0.302114804,254,HAIL
Lake A,53.2375,-105.725,,,823,Radiocarbon years BP,RUBIACEAE,1,0.366300366,50,LAKEA
Lake A,53.2375,-105.725,,,5466,Radiocarbon years BP,RUBIACEAE,2,0.704225352,290,LAKEA
Lake A,53.2375,-105.725,,,10205,Radiocarbon years BP,RUBIACEAE,1,0.298507463,535,LAKEA
Lake A,53.2375,-105.725,,,10399,Radiocarbon years BP,RUBIACEAE,1,0.27173913,545,LAKEA
Lake A,53.2375,-105.725,,,10979,Radiocarbon years BP,RUBIACEAE,1,0.293255132,575,LAKEA
Pasqua Lake,50.78,-104,,,170,Radiocarbon years BP,RUBIACEAE,2,0.64516129,95,PASQUA
Porphyry Lake,48.905556,-123.833333,,,11733,Radiocarbon years BP,RUBIACEAE,1,0.331125828,219,PORPHYRY
Lac aux Quenouilles,46.171944,-74.395833,,,11084,Radiocarbon years BP,RUBIACEAE,1,0.253807107,945,SAV2
Second Lake,44.85,-79.98,,,-24,Radiocarbon years BP,RUBIACEAE,3,0.742574257,1,SECOND4
Second Lake,44.85,-79.98,,,-6,Radiocarbon years BP,RUBIACEAE,1,0.23255814,10,SECOND4
Chalmer's Bog (PL-78-37),50.64525,-114.5435,1298,2818,2019,Calibrated radiocarbon years BP,RUBIACEAE,1,0.165837479,145,CHALMERS
Chalmer's Bog (PL-78-37),50.64525,-114.5435,2028,3761,2869,Calibrated radiocarbon years BP,RUBIACEAE,1,0.23255814,205,CHALMERS
Chalmer's Bog (PL-78-37),50.64525,-114.5435,5141,6963,6074,Calibrated radiocarbon years BP,RUBIACEAE,1,0.181818182,430,CHALMERS
Chalmer's Bog (PL-78-37),50.64525,-114.5435,8785,9798,9336,Calibrated radiocarbon years BP,RUBIACEAE,1,0.275482094,670,CHALMERS
Chalmer's Bog (PL-78-37),50.64525,-114.5435,8983,15210,11027,Calibrated radiocarbon years BP,RUBIACEAE,5,1.253132832,795,CHALMERS
Chalmer's Bog (PL-78-37),50.64525,-114.5435,8964,16064,11296,Calibrated radiocarbon years BP,RUBIACEAE,1,0.274725275,815,CHALMERS
Chalmer's Bog (PL-78-37),50.64525,-114.5435,8982,16991,11571,Calibrated radiocarbon years BP,RUBIACEAE,2,0.574712644,835,CHALMERS
Island Lake,47.830255,-66.18227,1560,3416,2468,Calibrated radiocarbon years BP,RUBIACEAE,1,0.195694716,125,MS7812X
Beef Pasture,37.416667,-108.15,,,1513,Radiocarbon years BP,RUBIACEAE,1,0.205338809,120,BEEFPAST
Beef Pasture,37.416667,-108.15,,,2817,Radiocarbon years BP,RUBIACEAE,1,0.218818381,215,BEEFPAST
Beef Pasture,37.416667,-108.15,,,4459,Radiocarbon years BP,RUBIACEAE,1,0.299401198,295,BEEFPAST
Browns Pond,38.154722,-79.616389,,,606,Radiocarbon years BP,RUBIACEAE,71,16.21004566,10,BROWNSPD
Browns Pond,38.154722,-79.616389,,,1213,Radiocarbon years BP,RUBIACEAE,60,14.18439716,20,BROWNSPD
Browns Pond,38.154722,-79.616389,,,8423,Radiocarbon years BP,RUBIACEAE,1,5.555555556,140,BROWNSPD
Browns Pond,38.154722,-79.616389,,,10916,Radiocarbon years BP,RUBIACEAE,2,0.408163265,185,BROWNSPD
Browns Pond,38.154722,-79.616389,,,13140,Radiocarbon years BP,RUBIACEAE,1,0.251889169,240,BROWNSPD
Browns Pond,38.154722,-79.616389,,,13944,Radiocarbon years BP,RUBIACEAE,1,0.234741784,310,BROWNSPD
Browns Pond,38.154722,-79.616389,,,15670,Radiocarbon years BP,RUBIACEAE,1,0.207900208,370,BROWNSPD
Clear Pond,33.798895,-78.95336,,,249,Radiocarbon years BP,RUBIACEAE,1,0.166527893,223,CLEARPND
Clear Pond,33.798895,-78.95336,,,18279,Radiocarbon years BP,RUBIACEAE,1,0.204918033,936,CLEARPND
Floating Island Lake,44.55,-107.466667,,,8112,Radiocarbon years BP,RUBIACEAE,1,0.330033003,880,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,9446,Radiocarbon years BP,RUBIACEAE,1,0.337837838,1130,FLOATIL2
Fresh Pond,41.59412,-70.532835,363,641,498,Calibrated radiocarbon years BP,RUBIACEAE,1,0.175131349,56,FRESH
Fresh Pond,41.59412,-70.532835,825,1140,977,Calibrated radiocarbon years BP,RUBIACEAE,1,0.188323917,104,FRESH
Lily Lake,41.976925,-120.210015,3240,4218,3828,Calibrated radiocarbon years BP,RUBIACEAE,1,0.31152648,240,LILYCA
Lily Lake,41.976925,-120.210015,3240,4218,3828,Calibrated radiocarbon years BP,RUBIACEAE,1,0.31152648,240,LILYCA
Lily Lake,41.976925,-120.210015,5848,6276,6055,Calibrated radiocarbon years BP,RUBIACEAE,2,0.649350649,500,LILYCA
Lily Lake,41.976925,-120.210015,3240,4218,3828,Calibrated radiocarbon years BP,RUBIACEAE,1,0.31152648,240,LILYCA
Lily Lake,41.976925,-120.210015,5848,6276,6055,Calibrated radiocarbon years BP,RUBIACEAE,2,0.649350649,500,LILYCA
Lily Lake,41.976925,-120.210015,3240,4218,3828,Calibrated radiocarbon years BP,RUBIACEAE,1,0.31152648,240,LILYCA
Lily Lake,41.976925,-120.210015,5848,6276,6055,Calibrated radiocarbon years BP,RUBIACEAE,2,0.649350649,500,LILYCA
Lily Lake,41.976925,-120.210015,9369,11797,10220,Calibrated radiocarbon years BP,RUBIACEAE,1,0.322580645,900,LILYCA
Martin Pond,47.173975,-94.943965,,,9089,Radiocarbon years BP,RUBIACEAE,1,0.284900285,565,MARTINPD
Pickerel Lake,45.501375,-97.27683,,,11014,Radiocarbon years BP,RUBIACEAE,1,0.330033003,959,PICKEREL
Quillin Site,41,-81.966667,,,10484,Radiocarbon years BP,RUBIACEAE,1,0.238095238,193,QUILLIN
Rogers Lake,41.3525,-72.29915,325,525,420,Calibrated Radiocarbon Years BP (Blois),RUBIACEAE,3,0.302419355,47.4,ROGERSLK
Screaming Yellowlegs Pond,67.583333,-151.416667,,,8502,Radiocarbon years BP,RUBIACEAE,1,0.326797386,140,SCREAMIN
Seidel,44.45,-87.515556,,,125,Radiocarbon years BP,RUBIACEAE,1,0.340136054,25,SEIDEL02
Seidel,44.45,-87.515556,,,334,Radiocarbon years BP,RUBIACEAE,2,0.909090909,40,SEIDEL02
Seidel,44.45,-87.515556,,,1618,Radiocarbon years BP,RUBIACEAE,1,0.4048583,110,SEIDEL02
Seidel,44.45,-87.515556,,,11104,Radiocarbon years BP,RUBIACEAE,2,0.71942446,615,SEIDEL02
Stone Lake Tamarack Swamp,44.891667,-93.691667,,,162,Radiocarbon years BP,RUBIACEAE,1,0.248756219,5,STONTAM2
Swamp Lake,37.95,-119.816667,,,8776,Radiocarbon years BP,RUBIACEAE,1,0.275482094,520,SWAMPLK
Tiinkdhul Lake,66.583333,-143.15,,,7335,Radiocarbon years BP,RUBIACEAE,1,0.275482094,214,TIINKDHU
Lake Tulane,27.583333,-81.5,,,36645,Radiocarbon years BP,RUBIACEAE,1,0.218818381,3732,TULANE
Tuskegee Pond,35.584722,-84.210556,,,234,Radiocarbon years BP,RUBIACEAE,1,0.10845987,160,TUSKEGEE
Tuskegee Pond,35.584722,-84.210556,,,695,Radiocarbon years BP,RUBIACEAE,1,0.134770889,182.5,TUSKEGEE
Aino Pond,42.679722,-71.926667,,,88,Radiocarbon years BP,RUBIACEAE,1,0.15037594,21,AINOPOND
Aino Pond,42.679722,-71.926667,,,857,Radiocarbon years BP,RUBIACEAE,3,0.552486188,85,AINOPOND
Aino Pond,42.679722,-71.926667,,,923,Radiocarbon years BP,RUBIACEAE,2,0.365296804,89,AINOPOND
Aino Pond,42.679722,-71.926667,,,1260,Radiocarbon years BP,RUBIACEAE,1,0.185356812,112,AINOPOND
Aino Pond,42.679722,-71.926667,,,1320,Radiocarbon years BP,RUBIACEAE,1,0.184501845,114,AINOPOND
Johnson Lake,45.44376,-95.272065,,,210,Calendar years BP,RUBIACEAE,1,0.169204738,60,MNPPJL
Ferry Lake,46.013,-92.125,878,1224,1059,Calibrated radiocarbon years BP,RUBIACEAE,1,0.170068027,129.5,FERRY01
Ferry Lake,46.013,-92.125,1004,1294,1157,Calibrated radiocarbon years BP,RUBIACEAE,1,0.164203612,137.5,FERRY01
Lake Shelby,30.260065,-87.66485,256,1877,1083,Calibrated radiocarbon years BP,RUBIACEAE,1,0.35971223,30,SHELBYAL
Lake Shelby,30.260065,-87.66485,3930,4517,4207,Calibrated radiocarbon years BP,RUBIACEAE,1,0.37278658,500,SHELBYAL
Ongivinuk Lake,59.56781,-159.357975,,,251,Calibrated radiocarbon years BP,RUBIACEAE,2,0.444444444,20,ONGIVINU
Ongivinuk Lake,59.56781,-159.357975,,,8800,Calibrated radiocarbon years BP,RUBIACEAE,4,1.257861635,490,ONGIVINU
Ongivinuk Lake,59.56781,-159.357975,,,9133,Calibrated radiocarbon years BP,RUBIACEAE,2,0.615384615,500,ONGIVINU
Mountain Lake,37.78826,-122.470765,-53,-47,-49,Calibrated radiocarbon years BP,RUBIACEAE,1,0.259067358,0,MOUNTAIN
Mountain Lake,37.78826,-122.470765,-32,16,-11,Calibrated radiocarbon years BP,RUBIACEAE,1,0.267379679,50,MOUNTAIN
